Sense, Describe, Recognise, Analyse, Identify, Evaluate, Imagine,Mull,Create, Craft, Assemble, Codify, Empower, Inform, Inspire
Lifeworlds, Needs, Aspirations, Data, Limits, Potentials, Scenarios,Concepts,Ideas, Materials, Projects, Formats, Participants, Stakeholders, Coalitions
